,natural_flow_trend_index,pay_flow_trend_index,UV_VALUE,COMMENT_CNT,date_time,INCR_FANS_CNT,LEAVE_UCNT,FANS_CLUB_UCNT,PAY_ORDER_GMV,ONLINE_USER_CNT,WATCH_UCNT,PAY_CNT,PAY_UCNT
172,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 3, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 1, '头条西瓜': 0, '活动页': 0, '全部自然流量': 15, '关注': 10}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",190.0,1,2019-12-02 11:04:00,0.0,10.0,0.0,9500.0,50,18.0,1.0,1.0
173,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 1, '搜索': 2, '个人主页&店铺&橱窗': 0, '其他': 2, '头条西瓜': 0, '活动页': 0, '全部自然流量': 20, '关注': 15}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:05:00,1.0,14.0,1.0,0.0,56,18.0,0.0,0.0
174,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 4, '搜索': 3, '个人主页&店铺&橱窗': 1, '其他': 0, '头条西瓜': 0, '活动页': 0, '全部自然流量': 22, '关注': 14}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:06:00,0.0,13.0,0.0,0.0,64,23.0,0.0,0.0
175,"{'短视频引流': 1, '抖音商城推荐': 0, '直播推荐': 4, '搜索': 0, '个人主页&店铺&橱窗': 0, '其他': 1, '头条西瓜': 0, '活动页': 0, '全部自然流量': 18, '关注': 12}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,6,2019-12-02 11:07:00,0.0,9.0,0.0,0.0,73,7.0,0.0,0.0
176,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 1, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 2, '头条西瓜': 0, '活动页': 0, '全部自然流量': 18, '关注': 14}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,2,2019-12-02 11:08:00,0.0,39.0,0.0,0.0,72,20.0,0.0,0.0
177,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 4, '搜索': 2, '个人主页&店铺&橱窗': 0, '其他': 2, '头条西瓜': 0, '活动页': 0, '全部自然流量': 13, '关注': 5}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,2,2019-12-02 11:09:00,0.0,20.0,0.0,0.0,47,18.0,0.0,0.0
178,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 4, '搜索': 2, '个人主页&店铺&橱窗': 0, '其他': 0, '头条西瓜': 0, '活动页': 0, '全部自然流量': 17, '关注': 11}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:10:00,0.0,12.0,0.0,0.0,45,13.0,0.0,0.0
179,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 5, '搜索': 1, '个人主页&店铺&橱窗': 1, '其他': 3, '头条西瓜': 0, '活动页': 1, '全部自然流量': 15, '关注': 4}","{'千川PC版': 1, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 1, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:11:00,0.0,21.0,0.0,0.0,42,19.0,0.0,0.0
180,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 4, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 0, '头条西瓜': 0, '活动页': 0, '全部自然流量': 13, '关注': 8}","{'千川PC版': 1, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 1, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:12:00,0.0,11.0,0.0,0.0,41,7.0,0.0,0.0
181,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 4, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 0, '头条西瓜': 0, '活动页': 0, '全部自然流量': 8, '关注': 3}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:13:00,0.0,8.0,0.0,0.0,37,11.0,0.0,0.0
182,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 2, '搜索': 4, '个人主页&店铺&橱窗': 0, '其他': 3, '头条西瓜': 0, '活动页': 0, '全部自然流量': 18, '关注': 9}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:14:00,0.0,15.0,0.0,0.0,43,15.0,0.0,0.0
183,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 8, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 0, '头条西瓜': 0, '活动页': 0, '全部自然流量': 17, '关注': 8}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:15:00,0.0,10.0,0.0,0.0,41,13.0,0.0,0.0
184,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 5, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 1, '头条西瓜': 0, '活动页': 0, '全部自然流量': 19, '关注': 12}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:16:00,0.0,26.0,0.0,0.0,44,31.0,0.0,0.0
185,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 7, '搜索': 1, '个人主页&店铺&橱窗': 2, '其他': 2, '头条西瓜': 0, '活动页': 0, '全部自然流量': 25, '关注': 13}","{'千川PC版': 1, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 1, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:17:00,0.0,19.0,0.0,0.0,47,15.0,0.0,0.0
186,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 3, '搜索': 3, '个人主页&店铺&橱窗': 1, '其他': 2, '头条西瓜': 0, '活动页': 0, '全部自然流量': 21, '关注': 12}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:18:00,0.0,14.0,1.0,0.0,46,13.0,0.0,0.0
187,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 8, '搜索': 0, '个人主页&店铺&橱窗': 0, '其他': 3, '头条西瓜': 1, '活动页': 0, '全部自然流量': 22, '关注': 10}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:19:00,0.0,14.0,0.0,0.0,54,24.0,0.0,0.0
188,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 6, '搜索': 0, '个人主页&店铺&橱窗': 1, '其他': 2, '头条西瓜': 0, '活动页': 0, '全部自然流量': 18, '关注': 9}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:20:00,0.0,19.0,1.0,0.0,58,21.0,0.0,0.0
189,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 2, '搜索': 0, '个人主页&店铺&橱窗': 0, '其他': 0, '头条西瓜': 0, '活动页': 0, '全部自然流量': 11, '关注': 9}","{'千川PC版': 1, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 1, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:21:00,0.0,17.0,0.0,0.0,57,21.0,0.0,0.0
190,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 4, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 3, '头条西瓜': 0, '活动页': 0, '全部自然流量': 21, '关注': 13}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,1,2019-12-02 11:22:00,1.0,6.0,1.0,0.0,69,15.0,0.0,0.0
191,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 9, '搜索': 2, '个人主页&店铺&橱窗': 0, '其他': 2, '头条西瓜': 0, '活动页': 0, '全部自然流量': 20, '关注': 7}","{'千川PC版': 1, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 1, '品牌广告': 0, '小店随心推': 0}",0.0,2,2019-12-02 11:23:00,0.0,47.0,1.0,0.0,73,20.0,0.0,0.0
192,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 5, '搜索': 6, '个人主页&店铺&橱窗': 0, '其他': 1, '头条西瓜': 0, '活动页': 0, '全部自然流量': 18, '关注': 6}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,4,2019-12-02 11:24:00,0.0,23.0,0.0,0.0,43,20.0,0.0,0.0
193,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 10, '搜索': 3, '个人主页&店铺&橱窗': 1, '其他': 0, '头条西瓜': 0, '活动页': 0, '全部自然流量': 23, '关注': 9}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,6,2019-12-02 11:25:00,0.0,22.0,0.0,0.0,38,21.0,0.0,0.0
194,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 6, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 1, '头条西瓜': 0, '活动页': 0, '全部自然流量': 21, '关注': 13}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,5,2019-12-02 11:26:00,0.0,15.0,0.0,0.0,36,19.0,0.0,0.0
195,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 7, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 0, '头条西瓜': 0, '活动页': 1, '全部自然流量': 18, '关注': 9}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:27:00,0.0,9.0,0.0,0.0,39,10.0,0.0,0.0
196,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 1, '搜索': 2, '个人主页&店铺&橱窗': 0, '其他': 2, '头条西瓜': 0, '活动页': 1, '全部自然流量': 15, '关注': 9}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,7,2019-12-02 11:28:00,0.0,14.0,0.0,0.0,42,17.0,0.0,0.0
197,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 7, '搜索': 0, '个人主页&店铺&橱窗': 1, '其他': 1, '头条西瓜': 0, '活动页': 1, '全部自然流量': 18, '关注': 8}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,4,2019-12-02 11:29:00,0.0,11.0,0.0,0.0,44,17.0,0.0,0.0
198,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 6, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 3, '头条西瓜': 0, '活动页': 0, '全部自然流量': 22, '关注': 12}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,11,2019-12-02 11:30:00,1.0,11.0,0.0,0.0,50,16.0,0.0,0.0
199,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 3, '搜索': 2, '个人主页&店铺&橱窗': 0, '其他': 1, '头条西瓜': 0, '活动页': 0, '全部自然流量': 18, '关注': 12}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,4,2019-12-02 11:31:00,0.0,11.0,1.0,0.0,52,14.0,0.0,0.0
200,"{'短视频引流': 1, '抖音商城推荐': 0, '直播推荐': 6, '搜索': 2, '个人主页&店铺&橱窗': 0, '其他': 0, '头条西瓜': 0, '活动页': 0, '全部自然流量': 18, '关注': 9}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,9,2019-12-02 11:32:00,0.0,13.0,0.0,0.0,57,14.0,0.0,0.0
201,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 4, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 2, '头条西瓜': 0, '活动页': 0, '全部自然流量': 12, '关注': 5}","{'千川PC版': 1, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 1, '品牌广告': 0, '小店随心推': 0}",0.0,7,2019-12-02 11:33:00,0.0,10.0,0.0,0.0,63,18.0,0.0,0.0
202,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 4, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 2, '头条西瓜': 0, '活动页': 0, '全部自然流量': 16, '关注': 9}","{'千川PC版': 1, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 1, '品牌广告': 0, '小店随心推': 0}",0.0,13,2019-12-02 11:34:00,0.0,12.0,0.0,0.0,69,11.0,0.0,0.0
203,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 0, '搜索': 3, '个人主页&店铺&橱窗': 0, '其他': 2, '头条西瓜': 0, '活动页': 0, '全部自然流量': 13, '关注': 8}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,14,2019-12-02 11:35:00,0.0,10.0,2.0,0.0,70,17.0,0.0,0.0
204,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 2, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 2, '头条西瓜': 0, '活动页': 0, '全部自然流量': 13, '关注': 8}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,8,2019-12-02 11:36:00,1.0,7.0,0.0,0.0,73,14.0,0.0,0.0
205,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 2, '搜索': 2, '个人主页&店铺&橱窗': 0, '其他': 1, '头条西瓜': 0, '活动页': 0, '全部自然流量': 17, '关注': 12}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,21,2019-12-02 11:37:00,0.0,7.0,1.0,0.0,89,20.0,0.0,0.0
206,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 3, '搜索': 0, '个人主页&店铺&橱窗': 0, '其他': 3, '头条西瓜': 0, '活动页': 0, '全部自然流量': 21, '关注': 15}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,17,2019-12-02 11:38:00,1.0,4.0,2.0,0.0,101,18.0,0.0,0.0
207,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 6, '搜索': 2, '个人主页&店铺&橱窗': 0, '其他': 2, '头条西瓜': 0, '活动页': 0, '全部自然流量': 20, '关注': 10}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,3,2019-12-02 11:39:00,0.0,69.0,0.0,0.0,104,26.0,0.0,0.0
208,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 5, '搜索': 3, '个人主页&店铺&橱窗': 2, '其他': 0, '头条西瓜': 0, '活动页': 0, '全部自然流量': 21, '关注': 11}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",134.0,2,2019-12-02 11:40:00,0.0,25.0,0.0,8200.0,61,17.0,1.0,1.0
209,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 1, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 1, '头条西瓜': 0, '活动页': 1, '全部自然流量': 10, '关注': 6}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,2,2019-12-02 11:41:00,0.0,15.0,0.0,0.0,44,12.0,0.0,0.0
210,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 4, '搜索': 0, '个人主页&店铺&橱窗': 0, '其他': 1, '头条西瓜': 0, '活动页': 0, '全部自然流量': 8, '关注': 3}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,2,2019-12-02 11:42:00,0.0,17.0,0.0,0.0,39,10.0,0.0,0.0
211,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 4, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 0, '头条西瓜': 0, '活动页': 1, '全部自然流量': 14, '关注': 8}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:43:00,0.0,21.0,0.0,0.0,37,17.0,0.0,0.0
212,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 8, '搜索': 0, '个人主页&店铺&橱窗': 0, '其他': 1, '头条西瓜': 0, '活动页': 1, '全部自然流量': 14, '关注': 4}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:44:00,0.0,15.0,0.0,0.0,32,11.0,0.0,0.0
213,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 5, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 0, '头条西瓜': 0, '活动页': 0, '全部自然流量': 13, '关注': 7}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:45:00,0.0,8.0,0.0,0.0,24,8.0,0.0,0.0
214,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 4, '搜索': 1, '个人主页&店铺&橱窗': 1, '其他': 2, '头条西瓜': 0, '活动页': 0, '全部自然流量': 15, '关注': 7}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:46:00,0.0,17.0,0.0,0.0,26,15.0,0.0,0.0
215,"{'短视频引流': 1, '抖音商城推荐': 0, '直播推荐': 4, '搜索': 2, '个人主页&店铺&橱窗': 0, '其他': 3, '头条西瓜': 0, '活动页': 0, '全部自然流量': 16, '关注': 6}","{'千川PC版': 1, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 1, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:47:00,0.0,17.0,0.0,0.0,28,19.0,0.0,0.0
216,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 9, '搜索': 5, '个人主页&店铺&橱窗': 0, '其他': 1, '头条西瓜': 0, '活动页': 0, '全部自然流量': 27, '关注': 12}","{'千川PC版': 1, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 1, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:48:00,1.0,17.0,0.0,0.0,30,21.0,0.0,0.0
217,"{'短视频引流': 1, '抖音商城推荐': 0, '直播推荐': 2, '搜索': 2, '个人主页&店铺&橱窗': 2, '其他': 0, '头条西瓜': 0, '活动页': 0, '全部自然流量': 15, '关注': 8}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:49:00,0.0,8.0,0.0,0.0,32,11.0,0.0,0.0
218,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 3, '搜索': 0, '个人主页&店铺&橱窗': 0, '其他': 2, '头条西瓜': 0, '活动页': 0, '全部自然流量': 11, '关注': 6}","{'千川PC版': 1, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 1, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:50:00,0.0,10.0,0.0,0.0,37,14.0,0.0,0.0
219,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 2, '搜索': 0, '个人主页&店铺&橱窗': 0, '其他': 1, '头条西瓜': 0, '活动页': 1, '全部自然流量': 8, '关注': 4}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:51:00,0.0,7.0,0.0,0.0,36,5.0,0.0,0.0
220,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 5, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 0, '头条西瓜': 0, '活动页': 0, '全部自然流量': 12, '关注': 6}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,1,2019-12-02 11:52:00,0.0,11.0,0.0,0.0,39,15.0,0.0,0.0
221,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 5, '搜索': 0, '个人主页&店铺&橱窗': 0, '其他': 0, '头条西瓜': 0, '活动页': 0, '全部自然流量': 9, '关注': 4}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:53:00,0.0,9.0,0.0,0.0,42,11.0,0.0,0.0
222,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 1, '搜索': 0, '个人主页&店铺&橱窗': 0, '其他': 3, '头条西瓜': 0, '活动页': 0, '全部自然流量': 9, '关注': 5}","{'千川PC版': 1, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 1, '品牌广告': 0, '小店随心推': 0}",826.0,3,2019-12-02 11:54:00,0.0,11.0,0.0,34700.0,42,13.0,1.0,1.0
223,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 4, '搜索': 0, '个人主页&店铺&橱窗': 1, '其他': 0, '头条西瓜': 0, '活动页': 0, '全部自然流量': 18, '关注': 13}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 11:55:00,0.0,17.0,0.0,0.0,47,17.0,0.0,0.0
224,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 2, '搜索': 0, '个人主页&店铺&橱窗': 0, '其他': 3, '头条西瓜': 0, '活动页': 0, '全部自然流量': 13, '关注': 8}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,1,2019-12-02 11:56:00,0.0,3.0,0.0,0.0,46,6.0,0.0,0.0
225,"{'短视频引流': 1, '抖音商城推荐': 0, '直播推荐': 4, '搜索': 0, '个人主页&店铺&橱窗': 1, '其他': 2, '头条西瓜': 0, '活动页': 0, '全部自然流量': 13, '关注': 5}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,1,2019-12-02 11:57:00,0.0,7.0,0.0,0.0,49,13.0,0.0,0.0
226,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 6, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 0, '头条西瓜': 0, '活动页': 0, '全部自然流量': 15, '关注': 8}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,2,2019-12-02 11:58:00,0.0,29.0,2.0,0.0,52,16.0,0.0,0.0
227,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 2, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 1, '头条西瓜': 0, '活动页': 0, '全部自然流量': 16, '关注': 12}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,1,2019-12-02 11:59:00,0.0,23.0,0.0,0.0,37,8.0,0.0,0.0
228,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 1, '搜索': 0, '个人主页&店铺&橱窗': 1, '其他': 1, '头条西瓜': 0, '活动页': 0, '全部自然流量': 8, '关注': 5}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",1835.0,0,2019-12-02 12:00:00,0.0,24.0,0.0,36700.0,20,7.0,1.0,1.0
229,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 1, '搜索': 0, '个人主页&店铺&橱窗': 0, '其他': 0, '头条西瓜': 0, '活动页': 0, '全部自然流量': 5, '关注': 4}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,0,2019-12-02 16:00:00,0.0,6.0,0.0,0.0,4,10.0,0.0,0.0
230,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 3, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 1, '头条西瓜': 0, '活动页': 0, '全部自然流量': 8, '关注': 3}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,3,2019-12-02 16:01:00,0.0,9.0,0.0,0.0,7,13.0,0.0,0.0
231,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 9, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 1, '头条西瓜': 0, '活动页': 0, '全部自然流量': 15, '关注': 4}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,4,2019-12-02 16:02:00,0.0,17.0,0.0,0.0,16,22.0,0.0,0.0
232,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 7, '搜索': 1, '个人主页&店铺&橱窗': 0, '其他': 3, '头条西瓜': 0, '活动页': 0, '全部自然流量': 18, '关注': 7}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,5,2019-12-02 16:03:00,0.0,14.0,0.0,0.0,19,15.0,0.0,0.0
233,"{'短视频引流': 0, '抖音商城推荐': 0, '直播推荐': 10, '搜索': 0, '个人主页&店铺&橱窗': 0, '其他': 1, '头条西瓜': 0, '活动页': 0, '全部自然流量': 16, '关注': 5}","{'千川PC版': 0, '其他广告': 0, '千川品牌广告': 0, '全部付费流量': 0, '品牌广告': 0, '小店随心推': 0}",0.0,3,2019-12-02 16:04:00,0.0,24.0,0.0,0.0,16,25.0,0.0,0.0
